pair_id,query_id,target_grade,question_en,candidate_A_lecture_hi,candidate_B_lecture_hi,human_vote_A_supports (0/1),human_vote_B_supports (0/1),human_preference (A/B/Tie),human_annotator_notes
pair_062,q_train_sqa_893,grade4,"Is the following trait inherited or acquired?
Ruben has a scar on his left elbow.",...,"जीव, जिनमें मनुष्य भी शामिल हैं, में वंशानुगत और अर्जित दोनों प्रकार के लक्षण पाए जाते हैं। वंशानुगत और अर्जित लक्षण अलग-अलग तरीकों से प्राप्त किए जाते हैं।
वंशानुगत लक्षण परिवारों से पीढ़ी-दर-पीढ़ी स्थानांतरित होते हैं। बच्चे इन लक्षणों को अपने माता-पिता से प्राप्त करते हैं। वंशानुगत लक्षणों को सीखने की आवश्यकता नहीं होती है।
अर्जित लक्षण व्यक्ति के जीवनकाल के दौरान प्राप्त किए जाते हैं। कुछ अर्जित लक्षण, जैसे कि साइकिल चलाना, सीखने द्वारा प्राप्त किए जाते हैं। अन्य अर्जित लक्षण, जैसे कि घाव के निशान, पर्यावरण के कारण होते हैं। बच्चे अपने माता-पिता के अर्जित लक्षणों को विरासत में नहीं पाते।",,,,
pair_063,q_train_sqa_547,grade7,Identify the question that Neil's experiment can best answer.,"प्रयोगों में चर (variables) होते हैं, अर्थात ऐसे भाग जो परिवर्तनशील होते हैं। आप किसी एक चर का दूसरे चर पर क्या प्रभाव पड़ता है, यह जानने के लिए एक प्रयोग की रचना कर सकते हैं। उदाहरण के लिए, मान लीजिए कि आप यह जानना चाहते हैं कि उर्वरक (fertilizer) टमाटर के पौधे पर लगने वाले टमाटरों की संख्या को प्रभावित करता है या नहीं। इस प्रश्न का उत्तर देने के लिए, आप टमाटर के पौधों के दो समान समूह बनाते हैं। इसके बाद, आप एक समूह के पौधों की मिट्टी में उर्वरक डालते हैं, जबकि दूसरे समूह में नहीं डालते। कुछ समय बाद, आप प्रत्येक पौधे पर लगे टमाटरों की संख्या गिनकर उर्वरक के प्रभाव को मापते हैं。

इस प्रयोग में, मिट्टी में डाले गए उर्वरक की मात्रा और टमाटरों की संख्या—दोनों ही चर थे。

मिट्टी में डाले गए उर्वरक की मात्रा एक स्वतंत्र चर (independent variable) थी, क्योंकि यह वह चर था जिसके प्रभाव का आप अध्ययन कर रहे थे। चर का यह प्रकार 'स्वतंत्र' इसलिए कहा जाता है क्योंकि इसका मान प्रयोग शुरू होने के बाद होने वाली किसी भी घटना पर निर्भर नहीं करता। इसके विपरीत, आपने कुछ पौधों को उर्वरक देने और अन्य को न देन",...,,,,
pair_064,q_train_sqa_649,grade6,"Based on this information, what is this plant's phenotype for the pod color trait?","सभी जीवों में वंशागत सामग्री के खंड होते हैं जिन्हें जीन कहा जाता है, जो माता-पिता से संतानों में स्थानांतरित होते हैं। जीनों में किसी जीव के भागों को बनाने के लिए निर्देश निहित होते हैं। किसी जीव के जीन उसके दृश्यमान लक्षणों को प्रभावित करते हैं, जिनमें उसका स्वरूप, व्यवहार और संभावित रोग शामिल हैं। जीनों में विभिन्न एलील (रूप) हो सकते हैं, जो लक्षण के विभिन्न संस्करण उत्पन्न कर सकते हैं।

उदाहरण के लिए, मटर के पौधों में फूलों का रंग एक लक्षण है। इस लक्षण के लिए जीन में दो संभावित एलील होते हैं। प्रत्येक एलील को एक बड़े या छोटे अक्षर द्वारा दर्शाया जाता है। एलील F बैंगनी फूलों के लिए होता है, जबकि एलील f सफेद फूलों के लिए होता है। प्रत्येक मटर के पौधे में फूलों के रंग के जीन के लिए दो एलील होते हैं—एक एलील प्रत्येक माता-पिता से विरासत में मिलता है।

किसी जीव का किसी जीन के लिए जीनोटाइप उस विशिष्ट जीन के लिए इसके एलीलों का संयोजन होता है। अतः, मटर के पौधे में फूलों के रंग के जीन के लिए FF, Ff, या ff जीनोटाइप हो सकता है।

किसी जीव का किसी लक्षण के लिए फेनोटाइप उस लक्षण का उसका दृश्यमान ",...,,,,
pair_065,q_train_sqa_145,grade7,Which of the following could Emilia's test show?,...,...,,,,
pair_066,q_train_sqa_444,grade3,"Which tense does the sentence use?
The cook will freeze the meat for another time.","एक वाक्य शब्दों का वह समूह है जो एक पूर्ण विचार व्यक्त करता है। इसमें कर्ता और क्रिया दोनों होते हैं।
मेरे दोस्त रास्ते पर चलते हैं।
वाक्य खंड (Sentence Fragment) शब्दों का वह समूह है जो एक पूर्ण विचार नहीं व्यक्त करता। इसमें आमतौर पर कर्ता या क्रिया अनुपस्थित होती है।
उत्तर जानता है।
यह एक वाक्य खंड है। इसमें कर्ता की कमी है।
कौन उत्तर जानता है? वह उत्तर जानती है।
चमकीली लाल कार।
यह एक वाक्य खंड है। इसमें क्रिया की कमी है।
चमकीली लाल कार ने क्या किया? चमकीली लाल कार रुक गई।
रन-ऑन सेंटेन्स (Run-on Sentence) दो वाक्यों से बना होता है जो बिना अंत विराम चिह्न के या केवल एक अल्पविराम (comma) लगाकर जोड़े गए हों।
मैंने दरवाजे पर दस्तक दी वह खुल गया।
बारिश शुरू हुई, हम अंदर भाग गए।
रन-ऑन सेंटेन्स को ठीक करने के लिए, उसे दो वाक्यों में बाँट दें। पहले वाक्य के बाद अंत विराम चिह्न लगाएँ, और दूसरे वाक्य के पहले अक्षर को बड़े अक्षर (Capital) में लिखें।
मैंने दरवाजे पर दस्तक दी। वह खुल गया।
बारिश शुरू हुई। हम अंदर भाग गए।
आप रन-ऑन सेंटेन्स को कॉम्पाउंड सेंटेन्स (Compound Sentence) के रूप में पुनः ल",...,,,,
pair_067,q_train_sqa_91,grade6,"What does the verbal irony in this text suggest?
""This is the best day of my life,"" Mr. Hogan mumbled after his car broke down on the way to an important job interview.","भाषा के ऐसे प्रयोग (फिगर्स ऑफ स्पीच) वे शब्द या वाक्यांश होते हैं जो भाषा का उपयोग शाब्दिक अर्थ से हटकर या किसी असामान्य तरीके से करते हैं। ये लेखन को अधिक अभिव्यक्तिपूर्ण बना सकते हैं。
मौखिक विरोधाभास (Verbal irony) में एक बात कहना लेकिन कुछ बिल्कुल अलग इशारा करना शामिल है। लोग अक्सर तब मौखिक विरोधाभास का प्रयोग करते हैं जब वे व्यंग्यात्मक हो रहे होते हैं。
ओलिविया ऐसी लग रही है मानो उसकी कार बार-बार खराब होने पर वह बेहद उत्साहित हो रही है。
हर बार कार खराब होने का अनुभव चेहरे पर मुक्का मारने जितना ही आनंददायक लगता है।",...,,,,
pair_068,q_train_sqa_672,grade8,"Which word would you find on a dictionary page with the following guide words?
thin - trouble",...,"शब्दकोश के प्रत्येक पृष्ठ पर मार्गदर्शक शब्द दिखाई देते हैं। ये शब्द आपको उस पृष्ठ पर छपे पहले और अंतिम शब्द बताते हैं। पृष्ठ पर स्थित अन्य सभी शब्द वर्णानुक्रम में इन मार्गदर्शक शब्दों के मध्य आते हैं। शब्दों को वर्णानुक्रम में व्यवस्थित करने के लिए, उन्हें उनके पहले अक्षर के अनुसार क्रमबद्ध करें। यदि पहले अक्षर समान हों, तो दूसरे अक्षर देखें। यदि दूसरे अक्षर समान हों, तो तीसरे अक्षर देखें, और इसी प्रकार आगे बढ़ें।",,,,
pair_069,q_train_sqa_348,grade4,Which correctly shows the title of a short story?,"किसी पुस्तक, फिल्म, नाटक, टेलीविजन शो, पत्रिका या समाचार पत्र का शीर्षक इटैलिक (तिरछा) में होना चाहिए। यदि आप इसे हाथ से लिखते हैं, तो इसके बजाय उसमें रेखांकन (अंडरलाइन) किया जा सकता है।
A Midsummer Night's Dream
किसी कविता, गीत, लेख या लघु कहानी का शीर्षक उद्धरण चिह्नों ("" "") में होना चाहिए।
""You Are My Sunshine""","किसी पुस्तक, फिल्म, नाटक, टेलीविजन शो, पत्रिका या समाचार पत्र का शीर्षक इटैलिक (तिरछा) में होना चाहिए। यदि आप इसे हाथ से लिखते हैं, तो इसके बजाय उसमें रेखांकन (अंडरलाइन) किया जा सकता है।
A Midsummer Night's Dream
किसी कविता, गीत, लेख या लघु कहानी का शीर्षक उद्धरण चिह्नों ("" "") में होना चाहिए।
""You Are My Sunshine""",,,,
pair_070,q_train_sqa_1015,grade3,Select the bird below.,"पक्षी, स्तनधारी, मछलियाँ, सरीसृप और उभयचर जानवरों के समूह हैं। प्रत्येक समूह के जानवरों में कुछ सामान्य लक्षण होते हैं। वैज्ञानिक उनके साझा लक्षणों के आधार पर जानवरों को अलग-अलग समूहों में व्यवस्थित करते हैं। इस प्रक्रिया को वर्गीकरण कहा जाता है।",...,,,,
pair_071,q_train_sqa_763,grade8,"Based on this information, what is this cucumber plant's phenotype for the fruit texture trait?","सभी जीवों में वंशागत सामग्री के खंड होते हैं जिन्हें जीन कहा जाता है, जो माता-पिता से संतानों में स्थानांतरित होते हैं। जीनों में किसी जीव के भागों को बनाने के लिए निर्देश निहित होते हैं। किसी जीव के जीन उसके दृश्यमान लक्षणों को प्रभावित करते हैं, जिनमें उसका स्वरूप, व्यवहार और संभावित रोग शामिल हैं। जीनों में विभिन्न एलील (रूप) हो सकते हैं, जो लक्षण के विभिन्न संस्करण उत्पन्न कर सकते हैं।

उदाहरण के लिए, मटर के पौधों में फूलों का रंग एक लक्षण है। इस लक्षण के लिए जीन में दो संभावित एलील होते हैं। प्रत्येक एलील को एक बड़े या छोटे अक्षर द्वारा दर्शाया जाता है। एलील F बैंगनी फूलों के लिए होता है, जबकि एलील f सफेद फूलों के लिए होता है। प्रत्येक मटर के पौधे में फूलों के रंग के जीन के लिए दो एलील होते हैं—एक एलील प्रत्येक माता-पिता से विरासत में मिलता है।

किसी जीव का किसी जीन के लिए जीनोटाइप उस विशिष्ट जीन के लिए इसके एलीलों का संयोजन होता है। अतः, मटर के पौधे में फूलों के रंग के जीन के लिए FF, Ff, या ff जीनोटाइप हो सकता है।

किसी जीव का किसी लक्षण के लिए फेनोटाइप उस लक्षण का उसका दृश्यमान ",...,,,,
pair_072,q_train_sqa_753,grade8,"According to Newton's third law, what other force must be happening?","न्यूटन के तीसरे नियम के अनुसार, प्रत्येक बल के लिए परिमाण में समान और दिशा में विपरीत एक बल होता है। इसका अर्थ है कि यदि कोई वस्तु दूसरी वस्तु पर बल लगा रही है, तो दूसरी वस्तु भी पहली वस्तु पर बल लगा रही होगी, लेकिन विपरीत दिशा में। उदाहरण के लिए, यदि आपका हाथ मेज पर नीचे की ओर बल लगा रहा है, तो मेज भी आपके हाथ पर ऊपर की ओर बल लगा रही होती है। या फिर, यदि आप रस्सी को आगे की ओर खींच रहे हैं, तो रस्सी भी आपको पीछे की ओर खींच रही होती है।","न्यूटन के तीसरे नियम के अनुसार, प्रत्येक बल के लिए परिमाण में समान और दिशा में विपरीत एक बल होता है। इसका अर्थ है कि यदि कोई वस्तु दूसरी वस्तु पर बल लगा रही है, तो दूसरी वस्तु भी पहली वस्तु पर बल लगा रही होगी, लेकिन विपरीत दिशा में। उदाहरण के लिए, यदि आपका हाथ मेज पर नीचे की ओर बल लगा रहा है, तो मेज भी आपके हाथ पर ऊपर की ओर बल लगा रही होती है। या फिर, यदि आप रस्सी को आगे की ओर खींच रहे हैं, तो रस्सी भी आपको पीछे की ओर खींच रही होती है।",,,,
pair_073,q_train_sqa_1090,grade6,Which of the following could Mona and Bridget's test show?,...,...,,,,
pair_074,q_train_sqa_1056,grade3,"Would you find the word engine on a dictionary page with the following guide words?
eighty - expert",...,"मार्गदर्शक शब्द शब्दकोश के प्रत्येक पृष्ठ पर दिखाई देते हैं। वे आपको उस पृष्ठ पर पहले और आखिरी शब्द बताते हैं। पृष्ठ के अन्य शब्द वर्णानुक्रम में मार्गदर्शक शब्दों के बीच आते हैं。

शब्दों को वर्णानुक्रम में व्यवस्थित करने के लिए, उन्हें उनके पहले अक्षर के आधार पर क्रमबद्ध करें। यदि पहले अक्षर समान हों, तो दूसरे अक्षर देखें। यदि दूसरे अक्षर भी समान हों, तो तीसरे अक्षर देखें, और इसी तरह आगे बढ़ें。

यदि एक शब्द छोटा हो और तुलना के लिए कोई और अक्षर न बचा हो, तो वर्णानुक्रम में छोटा शब्द पहले आएगा। उदाहरण के लिए, 'be' शब्द 'bed' से पहले आएगा।",,,,
pair_075,q_train_sqa_424,grade6,What information supports the conclusion that Elizabeth acquired this trait?,...,"मनुष्यों सहित सभी जीवों में आनुवंशिक और अर्जित दोनों प्रकार के लक्षण होते हैं। आनुवंशिक और अर्जित लक्षण अलग-अलग तरीकों से प्राप्त किए जाते हैं。

आनुवंशिक लक्षण पीढ़ी-दर-पीढ़ी परिवारों में स्थानांतरित होते हैं। बच्चे ये लक्षण अपने माता-पिता से प्राप्त करते हैं। आनुवंशिक लक्षणों को सीखने की आवश्यकता नहीं होती。

अर्जित लक्षण किसी व्यक्ति के जीवनकाल के दौरान प्राप्त होते हैं। कुछ अर्जित लक्षण, जैसे साइकिल चलाना, सीखने द्वारा प्राप्त होते हैं। अन्य अर्जित लक्षण, जैसे निशान, पर्यावरण के कारण उत्पन्न होते हैं।",,,,
pair_076,q_train_sqa_705,grade4,"Would you find the word animal on a dictionary page with the following guide words?
alas - armistice","शब्दकोश के प्रत्येक पृष्ठ पर मार्गदर्शक शब्द दिखाई देते हैं। ये शब्द आपको उस पृष्ठ पर छपे पहले और अंतिम शब्द बताते हैं। पृष्ठ पर स्थित अन्य सभी शब्द वर्णानुक्रम में इन मार्गदर्शक शब्दों के मध्य आते हैं। शब्दों को वर्णानुक्रम में व्यवस्थित करने के लिए, उन्हें उनके पहले अक्षर के अनुसार क्रमबद्ध करें। यदि पहले अक्षर समान हों, तो दूसरे अक्षर देखें। यदि दूसरे अक्षर समान हों, तो तीसरे अक्षर देखें, और इसी प्रकार आगे बढ़ें।",...,,,,
pair_077,q_train_sqa_227,grade6,Which is a simple sentence?,"एक वाक्य शब्दों का वह समूह है जो एक पूर्ण विचार व्यक्त करता है। इसमें कर्ता और क्रिया दोनों होते हैं।
मेरे दोस्त रास्ते पर चलते हैं।
वाक्य खंड (Sentence Fragment) शब्दों का वह समूह है जो एक पूर्ण विचार नहीं व्यक्त करता। इसमें आमतौर पर कर्ता या क्रिया अनुपस्थित होती है।
उत्तर जानता है।
यह एक वाक्य खंड है। इसमें कर्ता की कमी है।
कौन उत्तर जानता है? वह उत्तर जानती है।
चमकीली लाल कार।
यह एक वाक्य खंड है। इसमें क्रिया की कमी है।
चमकीली लाल कार ने क्या किया? चमकीली लाल कार रुक गई।
रन-ऑन सेंटेन्स (Run-on Sentence) दो वाक्यों से बना होता है जो बिना अंत विराम चिह्न के या केवल एक अल्पविराम (comma) लगाकर जोड़े गए हों।
मैंने दरवाजे पर दस्तक दी वह खुल गया।
बारिश शुरू हुई, हम अंदर भाग गए।
रन-ऑन सेंटेन्स को ठीक करने के लिए, उसे दो वाक्यों में बाँट दें। पहले वाक्य के बाद अंत विराम चिह्न लगाएँ, और दूसरे वाक्य के पहले अक्षर को बड़े अक्षर (Capital) में लिखें।
मैंने दरवाजे पर दस्तक दी। वह खुल गया।
बारिश शुरू हुई। हम अंदर भाग गए।
आप रन-ऑन सेंटेन्स को कॉम्पाउंड सेंटेन्स (Compound Sentence) के रूप में पुनः ल","एक सरल वाक्य वह वाक्य होता है जिसमें केवल एक कर्ता और विधेय होता है।
पिचर ने गेंद को प्रथम आधार पर फेंका।
एक संयुक्त वाक्य दो सरल वाक्यों का मिलकर बना होता है, जिन्हें अल्पविराम और संयोजक शब्द जैसे कि and, but, or, या so से जोड़ा जाता है।
पिचर ने गेंद फेंकी, और बैटर ने उसे मारा।
कुछ सरल वाक्यों में संयुक्त कर्ता या संयुक्त विधेय होता है, लेकिन वे संयुक्त वाक्य नहीं होते।
एन्ना और जेम्स आज रात आतिशबाजी देखेंगे।
इस सरल वाक्य में संयुक्त कर्ता है, एन्ना और जेम्स।
गायकों ने झुककर अभिवादन किया और मंच से बाहर चले गए।
इस सरल वाक्य में संयुक्त विधेय है, झुककर अभिवादन किया और मंच से बाहर चले गए।
कुछ सरल वाक्यों में परिचयात्मक वाक्यांश होते हैं, लेकिन वे संयुक्त वाक्य नहीं होते। परिचयात्मक वाक्यांश विधेय का ही हिस्सा होता है।
सर्दियों में, फार्मर बेंन अपना भारी कोट पहनते हैं।
यह एक सरल वाक्य है। इसमें एक कर्ता है, फार्मर बेंन, और एक विधेय है, सर्दियों में अपना भारी कोट पहनते हैं।",,,,
pair_078,q_train_sqa_859,grade8,Which of the following could Pablo's test show?,...,...,,,,
pair_079,q_train_sqa_80,grade2,"Which tense does the sentence use?
Mr. Norman signed his name on the letter.",...,"एक वाक्य शब्दों का वह समूह है जो एक पूर्ण विचार व्यक्त करता है। इसमें कर्ता और क्रिया दोनों होते हैं।
मेरे दोस्त रास्ते पर चल रहे हैं।
एक रन-ऑन वाक्य दो ऐसे वाक्यों से बना होता है जिन्हें बिना अंत विराम चिह्न के या केवल अल्पविराम लगाकर जोड़ा जाता है।
मैंने दरवाजे पर दस्तक दी यह खुल गई।
बारिश शुरू हो गई, हम अंदर भागे।
रन-ऑन वाक्य को ठीक करने के लिए, उसे दो अलग-अलग वाक्यों में बाँट दें। पहले वाक्य के बाद अंत विराम चिह्न लगाएं, और दूसरे वाक्य के प्रथम अक्षर को बड़ा लिखें।
मैंने दरवाजे पर दस्तक दी। यह खुल गई।
बारिश शुरू हो गई। हम अंदर भागे।
आप रन-ऑन वाक्य को संयुक्त वाक्य के रूप में पुनः लिखकर भी ठीक कर सकते हैं। संयुक्त वाक्य दो वाक्यों का मिलन होता है, जिन्हें अल्पविराम और संयोजक शब्द जैसे कि and (और), but (लेकिन), or (या), या so (इसलिए) द्वारा जोड़ा जाता है।
मैंने दरवाजे पर दस्तक दी, और यह खुल गई।
बारिश शुरू हो गई, इसलिए हम अंदर भागे।",,,,
pair_080,q_train_sqa_51,grade5,"Does this passage describe the weather or the climate?
There was rain and sleet in Sioux Falls, South Dakota, last weekend.",...,"वायुमंडल पृथ्वी को घेरने वाली हवा की परत है। मौसम और जलवायु दोनों आपको वायुमंडल के बारे में बताते हैं。

मौसम किसी विशिष्ट स्थान और समय पर वायुमंडल की स्थिति होती है। मौसम तेजी से बदल सकता है। उदाहरण के लिए, आपके घर के बाहर का तापमान दिन भर बढ़ सकता है。

जलवायु किसी विशिष्ट स्थान में मौसम की प्रवृत्ति होती है। उदाहरण के लिए, न्यू यॉर्क में गर्मियों का तापमान आमतौर पर सर्दियों के तापमान से अधिक होता है।",,,,
pair_081,q_train_sqa_805,grade8,Which ocean is highlighted?,"महासागर खारे पानी की विशाल जलराशियाँ होती हैं। पृथ्वी पर पाँच महासागर हैं। सभी महासागर आपस में जुड़े हुए हैं, जिससे एक वैश्विक महासागर बनता है।",...,,,,
pair_082,q_train_sqa_270,grade9,"Which figure of speech is used in this text?
Tara's Bistro used to be a great place to go for a delicious and carefully prepared dinner, but nobody goes there anymore: it's too crowded.","अलंकार (Figures of speech) वे शब्द या वाक्यांश हैं जो भाषा का उपयोग अशाब्दिक या अनोखे ढंग से करते हैं। ये लेखन को अधिक अभिव्यक्तिपूर्ण बना सकते हैं।

मृदुवचन (Euphemism) एक विनम्र या अप्रत्यक्ष अभिव्यक्ति है जिसका उपयोग किसी अनाकर्षक विषय को कम महत्व देने के लिए किया जाता है।

मानव संसाधन (HR) प्रमुख कभी भी लोगों को 'बर्खास्त' करने की बात नहीं करेंगे, बल्कि केवल 'छंटनी' या 'सेवा मुक्त' करने का ही उल्लेख करेंगे।

अतिशयोक्ति (Hyperbole) एक स्पष्ट अतिरंजना है जिसे शाब्दिक रूप से नहीं लिया जाना चाहिए।

इतना खाना खा लिया कि लग रहा है जैसे मैं फट जाऊंगा!

ऑक्सिमोरन (Oxymoron) दो ऐसी शब्दों का संयोजन है जो परस्पर विरोधी प्रतीत होते हैं।

कुछ समीक्षक इस पुस्तक को 'एक नया क्लासिक' कह रहे हैं।

विरोधाभास (Paradox) एक ऐसा कथन है जो पहले तो विरोधाभासी प्रतीत हो सकता है, लेकिन वास्तव में उसमें कुछ सत्य निहित हो सकता है।

हमेशा अप्रत्याशित की अपेक्षा रखें।",...,,,,
pair_083,q_train_sqa_945,grade3,"Is grape juice a solid, a liquid, or a gas?",...,"ठोस, द्रव और गैस पदार्थ की अवस्थाएँ हैं। पदार्थ वह सब कुछ है जो स्थान घेरता है। पदार्थ विभिन्न अवस्थाओं या रूपों में पाया जा सकता है।
जब पदार्थ ठोस होता है, तो इसका एक निश्चित आयतन और एक निश्चित आकार होता है। इसलिए, ठोस का अपना आकार और माप होता है।
कुछ ठोस आसानी से मोड़े, मुड़े या टूटे जा सकते हैं। कागज़ का एक टुकड़ा एक ठोस है। साथ ही, कुछ ठोस बहुत छोटे होते हैं। रेत का एक कण एक ठोस है।
जब पदार्थ द्रव होता है, तो इसका एक निश्चित आयतन होता है लेकिन कोई निश्चित आकार नहीं होता। इसलिए, द्रव का अपना माप होता है, लेकिन इसका अपना कोई आकार नहीं होता। सोचिए कि बोतल से जूस को कप में डाला जाता है। जूस अभी भी उतनी ही जगह घेरता है, लेकिन यह बोतल के आकार को धारण कर लेता है।
कुछ द्रव अन्य द्रवों की तुलना में गाढ़े होते हैं। शहद और दूध दोनों द्रव हैं। लेकिन शहद डालने में दूध डालने की तुलना में अधिक समय लगता है।
जब पदार्थ गैस होता है, तो इसका न तो कोई निश्चित आयतन होता है और न ही कोई निश्चित आकार। गैस फैलती है या बड़ी होती है, जब तक कि यह पूरी तरह से किसी स्थान को भर न दे। यदि गैस को छोटी जगह में दबाया",,,,
pair_084,q_train_sqa_344,grade5,Select the organism in the same species as the great blue heron.,...,"वैज्ञानिक जीवों की पहचान करने के लिए वैज्ञानिक नामों का उपयोग करते हैं। वैज्ञानिक नाम दो शब्दों से बने होते हैं। किसी जीव के वैज्ञानिक नाम में पहला शब्द उस जीव के वंश को दर्शाता है। वंश उन जीवों का समूह होता है जो कई लक्षण साझा करते हैं। एक वंश एक या अधिक प्रजातियों से बना होता है। प्रजाति अत्यंत समान जीवों का समूह होती है। किसी जीव के वैज्ञानिक नाम में दूसरा शब्द उसके वंश के भीतर उसकी प्रजाति को बताता है। मिलकर, किसी जीव के वैज्ञानिक नाम के दोनों भाग उसकी प्रजाति की पहचान करते हैं। उदाहरण के लिए, Ursus maritimus और Ursus americanus भालुओं की दो प्रजातियाँ हैं। ये दोनों समान वंश, Ursus, का हिस्सा हैं। लेकिन वे उसी वंश के भीतर अलग-अलग प्रजातियाँ हैं। Ursus maritimus का प्रजाति नाम maritimus है। Ursus americanus का प्रजाति नाम americanus है। दोनों भालुओं में छोटे गोल कान और तेज पंजे होते हैं। लेकिन Ursus maritimus में सफेद फर होता है और Ursus americanus में काला फर होता है।",,,,
pair_085,q_train_sqa_92,grade6,Which of the following could Cody's test show?,...,...,,,,
pair_086,q_train_sqa_1049,grade5,"What kind of sentence is this?
Mackenzie gave me flowers for no reason.","एक वाक्य शब्दों का वह समूह है जो एक पूर्ण विचार व्यक्त करता है। इसमें कर्ता और क्रिया दोनों होते हैं।
मेरे दोस्त रास्ते पर चलते हैं।
वाक्य खंड (Sentence Fragment) शब्दों का वह समूह है जो एक पूर्ण विचार नहीं व्यक्त करता। इसमें आमतौर पर कर्ता या क्रिया अनुपस्थित होती है।
उत्तर जानता है।
यह एक वाक्य खंड है। इसमें कर्ता की कमी है।
कौन उत्तर जानता है? वह उत्तर जानती है।
चमकीली लाल कार।
यह एक वाक्य खंड है। इसमें क्रिया की कमी है।
चमकीली लाल कार ने क्या किया? चमकीली लाल कार रुक गई।
रन-ऑन सेंटेन्स (Run-on Sentence) दो वाक्यों से बना होता है जो बिना अंत विराम चिह्न के या केवल एक अल्पविराम (comma) लगाकर जोड़े गए हों।
मैंने दरवाजे पर दस्तक दी वह खुल गया।
बारिश शुरू हुई, हम अंदर भाग गए।
रन-ऑन सेंटेन्स को ठीक करने के लिए, उसे दो वाक्यों में बाँट दें। पहले वाक्य के बाद अंत विराम चिह्न लगाएँ, और दूसरे वाक्य के पहले अक्षर को बड़े अक्षर (Capital) में लिखें।
मैंने दरवाजे पर दस्तक दी। वह खुल गया।
बारिश शुरू हुई। हम अंदर भाग गए।
आप रन-ऑन सेंटेन्स को कॉम्पाउंड सेंटेन्स (Compound Sentence) के रूप में पुनः ल",...,,,,
pair_087,q_train_sqa_1176,grade4,"Which word would you find on a dictionary page with the following guide words?
shatter - stagger","शब्दकोश के प्रत्येक पृष्ठ पर मार्गदर्शक शब्द दिखाई देते हैं। ये शब्द आपको उस पृष्ठ पर छपे पहले और अंतिम शब्द बताते हैं। पृष्ठ पर स्थित अन्य सभी शब्द वर्णानुक्रम में इन मार्गदर्शक शब्दों के मध्य आते हैं। शब्दों को वर्णानुक्रम में व्यवस्थित करने के लिए, उन्हें उनके पहले अक्षर के अनुसार क्रमबद्ध करें। यदि पहले अक्षर समान हों, तो दूसरे अक्षर देखें। यदि दूसरे अक्षर समान हों, तो तीसरे अक्षर देखें, और इसी प्रकार आगे बढ़ें।",...,,,,
pair_088,q_train_sqa_1062,grade5,Which continent is highlighted?,...,एक महाद्वीप पृथ्वी के प्रमुख भूखंडों में से एक है। अधिकतर लोग मानते हैं कि सात महाद्वीप हैं।,,,,
pair_089,q_train_sqa_117,grade3,"Last year, 50,000 people lived in the city of Belmont. But since then, 8,000 people have moved away. What probably happened to the overall supply of houses for sale in Belmont?",...,...,,,,
pair_090,q_train_sqa_1140,grade8,Select the organism in the same genus as the Victoria crowned pigeon.,"वैज्ञानिक जीवों की पहचान करने के लिए वैज्ञानिक नामों का उपयोग करते हैं। वैज्ञानिक नाम दो शब्दों से बने होते हैं। किसी जीव के वैज्ञानिक नाम में पहला शब्द उस जीव के वंश को दर्शाता है। वंश उन जीवों का समूह होता है जो कई लक्षण साझा करते हैं। एक वंश एक या अधिक प्रजातियों से बना होता है। प्रजाति अत्यंत समान जीवों का समूह होती है। किसी जीव के वैज्ञानिक नाम में दूसरा शब्द उसके वंश के भीतर उसकी प्रजाति को बताता है। मिलकर, किसी जीव के वैज्ञानिक नाम के दोनों भाग उसकी प्रजाति की पहचान करते हैं। उदाहरण के लिए, Ursus maritimus और Ursus americanus भालुओं की दो प्रजातियाँ हैं। ये दोनों समान वंश, Ursus, का हिस्सा हैं। लेकिन वे उसी वंश के भीतर अलग-अलग प्रजातियाँ हैं। Ursus maritimus का प्रजाति नाम maritimus है। Ursus americanus का प्रजाति नाम americanus है। दोनों भालुओं में छोटे गोल कान और तेज पंजे होते हैं। लेकिन Ursus maritimus में सफेद फर होता है और Ursus americanus में काला फर होता है।",...,,,,
pair_091,q_train_sqa_1148,grade6,What information supports the conclusion that Latrell acquired this trait?,...,"मानव सहित सभी जीवों में वंशानुगत और अर्जित दोनों प्रकार के लक्षण पाए जाते हैं। वंशानुगत और अर्जित लक्षण अलग-अलग तरीकों से प्राप्त होते हैं।

वंशानुगत लक्षण जैविक माता-पिता से उनके जीनों के माध्यम से उनकी संतति को प्राप्त होते हैं। जीन आनुवंशिक पदार्थ के ऐसे खंड होते हैं जो वंशानुगत लक्षणों को प्रभावित करने वाले निर्देशों को धारण करते हैं। संतति अपने जीन प्राप्त करती है, और इसलिए अपने वंशानुगत लक्षण भी अपने जैविक माता-पिता से ही प्राप्त करती है। वंशानुगत लक्षणों को सीखने की आवश्यकता नहीं होती।

अर्जित लक्षण किसी व्यक्ति के जीवनकाल के दौरान प्राप्त किए जाते हैं। कुछ अर्जित लक्षण, जैसे कि साइकिल चलाना, सीखने द्वारा प्राप्त किए जाते हैं। अन्य अर्जित लक्षण, जैसे कि दाग, पर्यावरण के कारण होते हैं। माता-पिता अपने अर्जित लक्षण अपनी संतति को नहीं देते।",,,,
